Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Business Development Specialist,Full Time,On-site,Nacita,"6th of October, Giza",Posted 2 days ago,5,3 open positions,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['Logistics', 'business', 'Business Development', 'Sales']"
Acceptance Merchant Acquisition Area Manager,Full Time,Hybrid,Aman,"Sharqia, Egypt",Posted 1 month ago,14,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Banking,"['Acceptance', 'Customer Acquisition', 'sales skills', 'Sales']"
Operations Manager Engineer,Full Time,On-site,Green Mass,"Cairo, Egypt",Posted 1 month ago,35,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['Civil Engineering', 'Operations', 'Construction', 'Management']"
Corporate Credit Analysis,Full Time,On-site,A.T Lease Egypt,"Sheikh Zayed, Giza",Posted 1 month ago,31,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Analysis', 'Commerce', 'Business Administration', 'Finance', 'English', 'Financial Analysis', 'credit']"
CEO Assistant,Full Time,On-site,Top Chef,"Obour City, Cairo",Posted 1 month ago,77,1 open position,4 To 7 Years,Manager,Not Specified,Confidential,Administration,"['Office management', 'Assistant', 'Office manager']"
Pharmacist (Heliopolis),Full Time,On-site,Yodawy Med,"Heliopolis, Cairo",Posted 1 month ago,46,3 open positions,0 To 4 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Medical/Healthcare,"['Administration', 'Communication', 'Communication skills', 'Pharmaceutical', 'Pharmacy', 'MS Office', 'Medical', 'Sales', 'Skills']"
Medical Representative -Cairo -Nar city,Full Time,Remote,dkt Egypt,"Nasr City, Cairo",Posted 26 days ago,18,1 open position,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Incentive, Commission Step Up Rewarding Programs Annual Raise Car Allowance And Transportation Policy",Medical/Healthcare,"['Sales', 'Marketing', 'Promotion', 'Detailing', 'Territoy Management', 'Pharmaceutical', 'Medical', 'Planning', 'Veterinary', 'Science', 'Pharmacy', 'Microsoft Office', 'Sales Skills', 'Sales Target', 'English', 'Outdoor Sales', 'Sales Field', 'Medical Equipment', 'Medical Devices Sales']"
Talent Management Specialist,Full Time,On-site,LEEDS FIT-OUT,"Sheikh Zayed, Giza",Posted 19 days ago,65,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Human Resources,"['Blue Collars', 'Construction', 'English', 'excel', 'Human Resources (HR)', 'Interviewing', 'Recruitment', 'Talent acquisition', 'Recruiting', 'Microsoft Office', 'White collars', 'Training', 'Talent management']"
Pharmacists at Sehha Pharmacies,Full Time,On-site,Al Ahly Medical Company,"Smart Village, Giza",Posted 14 days ago,10,2 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Males Preferred,Medical/Healthcare,"['Pharmaceutical', 'Pharmacy', 'Medical']"
MEP Tendering Expert,Full Time,On-site,Elsewedy industries,"New Cairo, Cairo",Posted 1 month ago,15,1 open position,7 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['MEP Engineering', 'Tendering Engineer', 'Tender Engineer']"
Content Creator,Full Time,On-site,Naguib Selim,"Nasr City, Cairo",Posted 2 months ago,95,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 EGP Per Month,Marketing/PR/Advertising,"['Creative', 'Digital Marketing', 'Content Creation', 'Marketing', 'Research', 'media', 'SEO', 'Social Media']"
Content Creator,Full Time,On-site,Wills business,"Nasr City, Cairo",Posted 12 days ago,47,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,"8000 To 15000 EGP Per Month, Bonus",Writing/Editorial,"['media', 'WordPress', 'content creator', 'Writing', 'copywriter', 'English', 'Marketing', 'Social Media', 'Content Management', 'Content', 'journalism', 'Editing']"
Art Director,Full Time,On-site,Artal Egypt,"New Cairo, Cairo",Posted 2 months ago,72,1 open position,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Graphic', 'Art', 'Graphic Design']"
Senior Operational Risk Analyst,Full Time,On-site,Al Ahly capital holding - Al Ahly Tamkeen,"Maadi, Cairo",Posted 2 days ago,15,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['Risk Assessment', 'Risk', 'Risk Management', 'operational risk', 'RCSA']"
Maintenance Head,Full Time,On-site,,"Giza, Egypt",Posted 4 days ago,62,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Male,Installation/Maintenance/Repair,"['Electrical', 'Engineering', 'Maintenance', 'Installations', 'Manufacturing', 'Management', 'Leadership', 'Preventive Maintenance']"
Chief Executive Officer,Full Time,On-site,American Aligners,"New Cairo, Cairo",Posted 1 month ago,134,1 open position,5 To 7 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,"Confidential, Commissions And Bonus",Business Development,"['Management', 'Marketing', 'MBA', 'Business Development', 'Sales', 'Financial Analysis', 'Business Strategy', 'Economics', 'Communication skills', 'business', 'Financial Management']"
Real Estate Business Development Manager,Full Time,On-site,Aqarmap.com,"Nasr City, Cairo",Posted 2 months ago,65,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,Confidential,Business Development,"['Business Development', 'CRM', 'Real Estate', 'Project Management']"
Marketing Director,Full Time,On-site,GPS,"Heliopolis, Cairo",Posted 1 month ago,58,1 open position,More Than 15 Years,"Senior Management (CEO, GM, Director, Head)",MBA,Confidential,Business Development,"['Business Development', 'Marketing', 'Sales', 'Leadership', 'Development', 'Creative', 'Telecommunication', 'Management', 'Commercial', 'business', 'sales skills', 'media']"
Shipping Line Operations Manager,Full Time,Remote,Enjaz link,"Salalah, Oman",Posted 2 months ago,382,1 open position,3 To 5 Years,Manager,Bachelor'S Degree,5000 To 6000 OMR Per Month,Operations/Management,"['Shipping Line', 'Logistics', 'Operations', 'Supply Chain', 'Shipping', 'Operations Management', 'FCL Shipping']"
English Instructor For ( Kids /Teens/adults) (October),Part Time,On-site,E-Planet,"Sheikh Zayed, Giza",Posted 2 months ago,15,10 open positions,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,6000 To 10000 EGP Per Month,Education/Teaching,"['Teaching', 'TEFL', 'TESOL', 'TKT', 'Linguistics', 'English Literature', 'English', 'Training']"
Payroll & Personnel Specialist - Trillium Montessori House,Full Time,On-site,Egypt Education Platform,"New Cairo, Cairo",Posted 1 month ago,64,2 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['Payroll', 'Personnel', 'Human Resources (HR)', 'Labor Law']"
Import Sales Manager,Full Time,On-site,ISOTECH,"New Cairo, Cairo",Posted 2 months ago,27,1 open position,2 To 4 Years,Manager,Bachelor'S Degree,Confidential,Sales/Retail,"['Management', 'Customer Service', 'Leadership', 'Logistics', 'Negotiation', 'Sales Target', 'negotiation skills', 'sales skills', 'Sales', 'Skills']"
Operation Agent,Full Time,On-site,KTS International,"Nozha, Cairo",Posted 2 months ago,36,3 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 EGP Per Month,Hospitality/Hotels/Food Services,"['Customer Service', 'Operations', 'Tourism', 'English', 'Hospitality', 'Hotel Booking', 'Reservation', 'Travel', 'Analysis', 'Customer Care', 'Customer Support', 'Data Analysis', 'MS Office', 'Research']"
Data Scientist,Full Time,On-site,COB Solution,"Maadi, Cairo",Posted 24 days ago,93,1 open position,4 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Computer Science', 'Data Science', 'data scientist', 'Engineering', 'Information Technology (IT)', 'Statistics', 'SQL', 'Data', 'Data visualization', 'Data Analysis']"
Automotive Sales Representative,Full Time,On-site,,"Cairo, Egypt",Posted 2 months ago,19,3 open positions,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['Automotive', 'Communication', 'Management', 'Sales']"
Sales Representative - Sharqia,Full Time,On-site,Prifix,"Belbes, Sharqia",Posted 2 months ago,25,1 open position,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'computer', 'Computer Skills', 'Customer Service', 'Home appliances', 'Retail Sales', 'Sales', 'sales skills', 'Sales Target', 'sales targets', 'Retail', 'Skills']"
Customer Advisor / Sales Admin,Full Time,Remote,,"Cairo, Egypt",Posted 13 days ago,35,1 open position,1 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Startup', 'Customer Service', 'Customer Care', 'Customer Support', 'Tele Sales', 'Sales', 'Sales Skills', 'Call Center', 'Administration', 'Social Media', 'Data Entry', 'Communication', 'Admin', 'Microsoft Office', 'Sales Admin', 'English']"
"Architectural Project Manager Al Alamein, North Coast",Full Time,On-site,Experts,"North Coast, Alexandria",Posted 3 days ago,18,1 open position,20 Years,Manager,Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['Architectural Engineering', 'Construction', 'Management', 'Project Management', 'Tender Schedule', 'Civil']"
Electrical Maintenance Engineer,Full Time,On-site,National Company For Maize Products,"10th of Ramadan City, Sharqia",Posted 3 days ago,29,1 open position,4 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Installation/Maintenance/Repair,"['Electrical Engineering', 'Engineering', 'Electrical']"
Off-site Audit Manager,Full Time,On-site,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek, Cairo",Posted 1 month ago,72,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Audit', 'Auditing', 'quality', 'Accounting', 'Finance']"
Construction Project Manager (Fit-outs),Full Time,On-site,Magaz,"New Cairo, Cairo",Posted 20 days ago,269,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Site Work', 'Site Engineering', 'Construction Engineering', 'Fitting-out', 'Fit-Out', 'Interior Finishing', 'AutoCAD', 'Communication', 'Engineering', 'Finishing', 'Architecture', 'Civil Engineering']"
Backend Developer,Full Time,On-site,Charisma Design,"Nasr City, Cairo",Posted 2 months ago,70,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Agile', 'Computer Science', 'API', 'Information Technology (IT)', 'PHP', 'Laravel', 'Software Development']"
Social Media Assistant,Full Time,Remote,,"Cairo, Egypt",Posted 6 days ago,45,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Marketing', 'media', 'Editing', 'E-Marketing', 'Social Media', 'Communication', 'Design', 'digital media', 'Online Marketing', 'social', 'Digital', 'Writing']"
Tax Consultant,Full Time,On-site,Integrity Accounting Services,"Cairo, Egypt",Posted 26 days ago,28,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Consultant', 'CPA', 'Finance', 'Microsoft Office', 'Tax']"
Senior Accountant,Full Time,On-site,Al-Bostany Group,"Cairo, Egypt",Posted 1 month ago,185,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting principles', 'Finance', 'Financial Accounting', 'Financial Management', 'Financial Analysis', 'GAAP', 'General Ledger', 'senior', 'Accounting', 'Financial', 'Ledger', 'business']"
Junior Engineer(ICT),Full Time,On-site,Korea Hydro Nuclear Power co.LTD (KHNP),"Dabaa, Matruh",Posted 3 days ago,46,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"1500 To 1500 USD Per Month, Gross",IT/Software Development,"['network', 'IT', 'Information Technology (IT)', 'Engineering', 'English', 'Computer Science', 'Communication']"
Insurance Sales Executive,Full Time,On-site,AssureNet,"New Cairo, Cairo",Posted 2 months ago,19,5 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Competitive Commission Schemes Based On Sales Achievement.",Business Development,"['Business Administration', 'English', 'sales skills', 'Insurance Sales', 'Sales', 'Sales Target', 'Skills', 'business', 'Communication', 'Communication skills', 'Customer Service', 'CRM', 'Administration', 'Insurance']"
Event Specialist,Full Time,On-site,Talaat Moustafa Group,"New Cairo, Cairo",Posted 27 days ago,108,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Communication skills', 'Event', 'Event Management', 'Event Planning', 'Events', 'Marketing']"
"Senior System Engineer ""Infrastructure""",Full Time,On-site,Efada Technology,"New Cairo, Cairo",Posted 3 days ago,7,1 open position,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Telecom/Technology,"['Automation', 'Azure', 'Cloud', 'Computer Engineering', 'Active Directory', 'Engineering', 'Information Technology (IT)', 'Infrastructure', 'SQL', 'Sharepoint', 'Vmware', 'VMware vSphere', 'PowerShell', 'Microsoft Office', 'Microsoft Exchange']"
Office Manager,Full Time,On-site,TRAVCO GROUP,"Sheikh Zayed, Giza",Posted 2 months ago,206,1 open position,6 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Administration,"['Administration', 'English', 'Management', 'Microsoft', 'Microsoft Office', 'Skills', 'Office management', 'Arabic', 'business', 'Time Management', 'Communication', 'Multitasking']"
Sales Representative - Sheikh Zayed - 6 Months only,Freelance / Project,On-site,SMART Furniture,"Sheikh Zayed, Giza",Posted 3 days ago,7,4 open positions,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,Males Preferred,Sales/Retail,"['Microsoft', 'Sales', 'Sales Target', 'sales skills', 'Soft Skills', 'Skills', 'Customer Service', 'Computer Skills']"
Senior Account Receivables,Full Time,On-site,Fawry Plus,"Smart Village, Giza",Posted 12 days ago,141,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Commercial', 'asset', 'AR', 'ERP', 'English', 'Finance', 'Financial Analysis', 'excel', 'Financial', 'Financial Management', 'FMCG']"
Technical Office Engineer,Full Time,On-site,Facco,"Heliopolis, Cairo",Posted 13 days ago,36,1 open position,5 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Engineering', 'Site', 'Software Engineering', 'Information Technology (IT)', '3D', 'Microsoft Office', 'TO', 'technical', 'Equipment Installation', 'CAD', 'Mechanical Engineering', 'Heating, Ventilation, and Air Conditioning']"
Senior Construction Engineer,Full Time,On-site,Chrome,"Cairo, Egypt",Posted 17 days ago,110,1 open position,6 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Construction', 'senior', 'Civil', 'Civil Engineering', 'Computer Science', 'Construction Management', 'Engineering', 'Management', 'Projects']"
Sales Manager,Full Time,Remote,Valeurs,"New Cairo, Cairo",Posted 2 months ago,57,1 open position,3 To 5 Years,Manager,Bachelor'S Degree,Male,Medical/Healthcare,"['People Management', 'Sales Manager', 'sales skills', 'Management', 'Sales Target']"
Odoo Sales Representative – Fresh Graduate',Full Time,On-site,MTBS,"Cairo, Egypt",Posted 26 days ago,21,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Sales/Retail,"['Odoo', 'sales skills', 'Communication skills', 'Business Administration', 'Communication', 'ERP', 'Sales Target']"
Software Quality Control Engineer (Automation),Full Time,Hybrid,Youxel,"Maadi, Cairo",Posted 23 days ago,110,4 open positions,3 To 20 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Automation', 'Quality Assurance', 'Quality control engineer', 'software quality control', 'Computer Science', 'Software Quality']"
