Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Sales Executive,Full Time,On-site,LIVING IN INTERIORS - EGYPT,"New Cairo, Cairo",Posted 2 months ago,9,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Sales/Retail,"['Communication skills', 'English', 'Furniture', 'Sales', 'sales skills', 'Sales Target']"
DevOps - MLOps,Full Time,On-site,Rehabitaire,"Maadi, Cairo",Posted 21 days ago,50,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['AWS', 'CI/CD', 'Cloud', 'Computer Science', 'DevOps', 'Docker', 'Engineering', 'Information Technology (IT)', 'Python', 'Software Development', 'Kubernetes', 'Azure']"
Administrative Assistant,Full Time,On-site,Roots Group,"10th of Ramadan City, Cairo",Posted 5 days ago,22,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'administrative', 'administrative assistant', 'Microsoft Office', 'Assistant', 'Office management', 'Secretary', 'Business Administration', 'Communication', 'English', 'Management', 'word', 'office', 'excel', 'business']"
Sales Advisor,Full Time,On-site,XPRS,"New Cairo, Cairo",Posted 2 months ago,7,10 open positions,0 To 1 Year,Experienced (Non-Manager),Not Specified,Confidential,Sales/Retail,"['Customer Service', 'Negotiation', 'sales skills', 'Sales', 'Sales Target', 'Service']"
Customer Support Representative,Full Time,On-site,TOP EDUCATION ACADEMY,"Agouza, Giza",Posted 2 months ago,89,2 open positions,2 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Attractive Package (Basic Salary + Commission + KPIs) + Paid Training + Career Path Opportunity",Administration,"['Communication', 'Communication skills', 'Customer Care', 'Customer Service', 'Customer Support', 'excel', 'English', 'Microsoft', 'Microsoft Office', 'Sales', 'Customer Relations', 'Customer Service Management', 'Contacting', 'Administration Affairs', 'Account Management', 'Follow Up', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Assistant Club Manager,Full Time,On-site,Swiss Club Cairo,"Kit Kat, Giza",Posted 22 days ago,29,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Hospitality/Hotels/Food Services,"['restaurant', 'Communication', 'Social Media', 'Facility Management']"
Maintenance Technician,Full Time,Maintenance,Kone DACH,"Riyadh, Saudi Arabia",Posted 3 days ago,Be the First to Apply,,Not Specified,Not Specified,Not Specified,Confidential,Installation/Maintenance/Repair,"['Maintenance', 'Information Technology (IT)', 'Technical Support', 'Mechanical Engineering', 'Technician', 'Engineering', 'Mobile Maintenance', 'Microsoft Office', 'Mobile Devices', 'Reparing', 'Electrical Engineering', 'Hardware', 'Installation', 'Software', 'Computer Hardware', 'Computer Science', '', '', '', '']"
Junior Accountant,Full Time,On-site,SFT Auditing,"Cairo, Egypt",Posted 1 month ago,593,10 open positions,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,6000 To 10000 EGP Per Month,Accounting/Finance,"['Accounting', 'English', 'Finance', 'Financial Analysis', 'Microsoft Office']"
Senior Talent Management Specialist,Full Time,On-site,Cairoscan,"Mohandessin, Giza",Posted 1 month ago,67,2 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['HR', 'Management', 'Human Resources (HR)', 'Recruitment', 'OD', 'Learning & Development', 'Performance Appraisal', 'Job description', 'Microsoft Office']"
Digital Marketing Coordinator,Full Time,Remote,Upscend,"Alexandria, Egypt",Posted 28 days ago,122,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['SEM', 'digital marketing', 'SEO', 'Marketing', 'Social Media', 'Content', 'Digital Marketing', 'E-Marketing', 'Digital', 'campaigns', 'media', 'social']"
Telesales Agent,Full Time,On-site,Beast group,"Alexandria, Egypt",Posted 2 months ago,41,50 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"10100 To 20000 EGP Per Month, Net Salary 10.1K Up To 20K With Commission",Customer Service/Support,"['English', 'Sales', 'sales skills', 'Customer Service', 'calls', 'Telesales']"
.Net Team Lead,Full Time,Hybrid,Youxel,"Cairo, Egypt",Posted 1 month ago,25,2 open positions,More Than 8 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', 'Computer Science', '.Net', 'Software Development', 'Desktop Development', 'HTML', 'ASYNC', 'Azure', 'jQuery', 'SVN', 'ERDs', 'Git', 'javaScript']"
Personnel Specialist,Full Time,On-site,Burger King,"Heliopolis, Cairo",Posted 21 days ago,137,1 open position,1 To 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Administration,"['Human Resources (HR)', 'Human Resources', 'Business Administration']"
Talent Acquisition Supervisor,Full Time,On-site,MATGR For Engineering And Trading,"New Cairo, Cairo",Posted 2 months ago,103,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Human Resources', 'Human Resources (HR)', 'Business Administration', 'Recruitment', 'Talent acquisition', 'Administration', 'Communication']"
Full Stack Developer – PHP Laravel / React Native,Full Time,On-site,GIG Egypt,"New Cairo, Cairo",Posted 2 months ago,64,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Engineering', 'Full Stack', 'Information Technology (IT)', 'MySQL', 'PHP', 'React', 'Software Development', 'Laravel', 'JavaScript', 'Git', 'Computer Science', 'Digital Transformation', 'Back-End Development', 'Front-End Development', 'Mobile Development', 'Mobile Application Development', '', '']"
Senior Graphic Designer,Full Time,On-site,,"Heliopolis, Cairo",Posted 8 days ago,43,1 open position,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Indesign', 'Graphic Design', 'Design', 'Creative', 'Adobe Creative Suite', 'illustrator', 'English', 'adobe', 'photoshop', 'indesign', 'Writing']"
Graphic Desginer& Content Creator,Full Time,On-site,Deutschland Technology Limited,"Obour City, Cairo",Posted 18 days ago,23,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['Content Creation', 'content creator', 'Design', 'Graphic', 'Graphic Design', 'Marketing', 'Social Media', 'media', 'Editing', 'Creative', 'Content']"
Sales Manager,Full Time,Hybrid,Vceram,"Giza, Egypt",Posted 2 months ago,64,1 open position,More Than 7 Years,Manager,Not Specified,"Confidential, Commissions",Customer Service/Support,"['Management', 'Medical Sales', 'People Management', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target', 'business', 'Customer Service']"
Mechanical Sales Representative,Full Time,On-site,Gtec,"New Cairo, Cairo",Posted 2 months ago,11,3 open positions,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, 0.5% Commission Insurance",Sales/Retail,"['Industrial Sales', 'Sales representative', 'sales skills', 'Sales Target', 'Sales', 'AutoCAD', 'Outdoor', 'Customer Service', 'excel', 'generators', 'Outdoor Sales', 'Pumps', 'Skills', 'Steel']"
Area Sales Manager (Alexandria Region),Full Time,On-site,GLC Paints,"Beheira, Egypt",Posted 19 days ago,46,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Customer Service/Support,"['Administration', 'Business Administration', 'Communication', 'Customer Service', 'Leadership', 'Management', 'Operations', 'Retail', 'Sales', 'sales skills', 'Sales Target', 'business']"
Site MEP Engineer,Full Time,On-site,Major for Construction and Decoration,"Cairo, Egypt",Posted 2 months ago,34,3 open positions,5 To 12 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Site Engineer', 'Electrical Engineering', 'Construction', 'Contracting', 'Medium Voltage', 'Low voltage', 'Low current', 'Technical Office']"
Electrical Engineer,Full Time,On-site,ESC,"New Cairo, Cairo",Posted 3 days ago,10,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Communication skills', 'Electrical Engineering', 'Projects']"
Quality Specialist,Full Time,On-site,Roots Group,"Beheira, Egypt",Posted 14 days ago,26,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Quality,"['Control', 'Engineering', 'quality', 'Quality Assurance', 'Quality Control', 'Supervisor', 'Communication']"
SR.Social Media Specialist,Full Time,Hybrid,Arabic Trader,"Giza, Egypt",Posted 2 months ago,53,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Marketing', 'media', 'Content', 'Creative', 'Social Media', 'Communication skills', 'Platform Management', 'Social Media Strategy', 'Social Analytics']"
Medical Representative,Full Time,On-site,Future Light Egypt,"New Cairo, Cairo",Posted 4 days ago,8,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Medical representative', 'Sales', 'Pharmacy', 'Medical', 'Communication', 'Negotiation', 'negotiation skills', 'Pharmaceutical', 'Pharmaceutical Sales', 'Representative', 'sales skills', 'MedicalRepresentative', 'Medical Rep']"
Finishing engineer,Full Time,On-site,MIG - Masrya International Group for engineering & contracting S.A.E,"New Capital, Cairo",Posted 1 month ago,75,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,"Confidential, 0",Engineering - Construction/Civil/Architecture,"['engineer', 'Finishing Engineer', 'Finishing', 'Skills', 'Engineering', 'Architecture']"
Mechanical Draftsman - REVIT and AutoCAD,Full Time,On-site,Fire Cube,"Nasr City, Cairo",Posted 1 day ago,Be the First to Apply,,More Than 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Revit', 'AutoCAD', 'AutoCAD 3D', 'Design', 'Engineering', 'Construction', 'Mechanical Engineering', 'Fire Protection Engineering', 'Sprinkler Systems', 'NFPA Codes']"
Application Engineer,Full Time,On-site,Penta 3d,"Maadi, Cairo",Posted 1 month ago,13,2 open positions,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['CAD', 'Engineering', 'Mechatronics', 'Production', 'Communication', 'Presentation Skills']"
Sales Representative,Full Time,On-site,Marie France,"Nasr City, Cairo",Posted 2 months ago,30,1 open position,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Sales/Retail,"['sales', 'job', 'jobs', 'sales girls', 'Customer Service', 'sales skills', 'Sales Target']"
Web Designer,Freelance / Project,Remote,Advance Real Estates,"Jeddah, Saudi Arabia",Posted 1 month ago,116,1 open position,9 To 13 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Web Design', 'Web Development', 'Computer Science', 'Design', 'Development', 'CSS', 'Graphic Design', 'HTML', 'Agile', 'JavaScript', 'Scrum']"
BIM Coordinator - Interior,Full Time,On-site,Vasimos Design and Engineering Centre,"Cairo, Egypt",Posted 2 months ago,14,1 open position,More Than 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Attractive Salary Paid In USD",Engineering - Construction/Civil/Architecture,"['Interior Design', 'BIM', 'Revit', 'Engineering', 'Design']"
Production Engineer,Full Time,On-site,Do Outsource,"Ain Sokhna, Suez",Posted 1 month ago,23,1 open position,5 To 7 Years,Manager,Bachelor'S Degree,Male,Manufacturing/Production,"['Manufacturing', 'Production', 'Process']"
Full Stack Developer,Full Time,Remote,Kemet code,"Cairo, Egypt",Posted 2 months ago,58,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Docker', 'Software Development', 'MongoDB', 'API', 'AWS', 'Computer Science', 'Design', 'JavaScript', 'Development', 'Node.js', 'Software']"
Expert GL Accountant,Part Time,Remote,,"Cairo, Egypt",Posted 2 months ago,119,1 open position,More Than 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Finance', 'Financial Analysis', 'Market Analysis', 'Accounting', 'General Ledger (GL)']"
Shop Drawing Engineer – Furniture Specialization,Full Time,On-site,Hedab Alkhaleej,"Riyadh, Saudi Arabia",Posted 16 days ago,19,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Drawings', 'Engineering', 'Furniture', 'Shop Drawings', 'Technical Drawings', 'quality', 'Architecture', 'technical']"
Motion Graphic Designer,Full Time,On-site,Softec Technologies,"Maadi, Cairo",Posted 2 months ago,40,1 open position,4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe Photoshop', 'Design', 'Marketing', 'Creative', 'Social Media', 'Graphic Design', 'photoshop', 'Adobe After Effects', 'Digital Marketing', 'Adobe illustrator', 'Video Editing', 'media', 'digital marketing']"
Site Accountant,Full Time,On-site,DME Holding,"New Cairo, Cairo",Posted 2 months ago,71,6 open positions,4 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accountant', 'Accounting', 'Finance', 'Financial Analysis', 'Construction', 'SITE ACCOUNTANT', 'Site', 'Oracle']"
Design Architect,Full Time,On-site,NAB Designs,"Sheikh Zayed, Giza",Posted 1 month ago,74,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Female,Creative/Design/Art,"['Adobe Creative Suite', 'AutoCAD', 'Creative', 'Design', 'Architectural Design', 'sketchup', 'Revit']"
Performance Marketing Specialist,Full Time,Hybrid,Helm Organization,"Maadi, Cairo",Posted 2 months ago,26,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Creative', 'Communication', 'Digital Marketing', 'Digital', 'digital marketing', 'E-Marketing', 'Marketing', 'Management', 'media', 'PPC', 'Project Management', 'social', 'Social Media']"
Warehouse Supervisor,Full Time,On-site,,"6th of October, Giza",Posted 2 months ago,69,1 open position,4 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['FMCG', 'Oracle', 'Warehouse', 'Warehousing', 'Logistics']"
Sales & Marketing Executive,Full Time,On-site,Santa import and export,"Damanhour, Beheira",Posted 2 months ago,27,5 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['Fresh', 'English', 'Sales', 'sales skills', 'Sales Target', 'Presentation']"
Graphic Designer,Full Time,On-site,Horizon Chemical for Special Chemicals,"Alexandria, Egypt",Posted 1 month ago,20,1 open position,3 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Design', 'Motion Graphics', 'photoshop', 'Video Editing', 'Graphic Design', 'Graphic', 'Digital Design', 'Adobe Creative Suite', 'illustrator', 'Adobe Indesign', 'Typography', 'Layout', 'Color Theory', 'AI', 'Motion Graphic Design', 'Adobe Premiere Pro']"
Senior Mechanical Technical Office Engineer,Full Time,On-site,LEEDS FIT-OUT,"Sheikh Zayed, Giza",Posted 2 months ago,40,1 open position,4 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Analysis', 'AutoCAD', '3D', 'Design', 'Engineering', 'Mechanical Engineering', 'Mechanical', 'Microsoft Office', 'Power', 'technical', 'Technical Office']"
Accountant,Full Time,On-site,Arcelormittal Egypt,"Badr City, Cairo",Posted 4 days ago,29,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'Financial Management', 'excel']"
Graphic Designer,Full Time,Remote,Outsourcing Skill,"Maadi, Cairo",Posted 2 months ago,188,1 open position,1 To 2 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Arts', 'Design', 'Fine Arts', 'Graphic', 'Graphic Design', 'illustrator', 'indesign', 'photoshop', 'Software']"
Full Stack Developer,Full Time,On-site,Mishkat Nour,"Nasr City, Cairo",Posted 1 month ago,37,2 open positions,5 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['developer', 'Full Stack Developer', 'Full Stack', 'Computer Science', 'Stack', 'Software Development', 'Information Technology (IT)', 'CSS', 'Git', 'HTML5', 'JavaScript', 'Agile', 'Engineering', 'jQuery', 'MySQL', 'PHP']"
Accountant,Full Time,On-site,Raya Distribution,"Giza, Egypt",Posted 13 days ago,549,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Accounting principles', 'Egyptian Tax', 'English section', 'English', 'Financial Management', 'Oracle', 'Tax', 'TAX regulations', 'Financial Analysis', 'Finance']"
Social Media Specialist,Full Time,On-site,,"New Nozha, Cairo",Posted 2 months ago,61,1 open position,1 To 6 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Marketing/PR/Advertising,"['Marketing', 'Content Creation', 'facebook', 'Social Media']"
Front End Developer ( Angular ),Full Time,On-site,,"Dokki, Giza",Posted 2 months ago,100,1 open position,3 To 20 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Agile', 'Angular', 'front-end']"
Digital Marketing Manager,Full Time,On-site,Injaz Digital,"Nasr City, Cairo",Posted 28 days ago,27,1 open position,3 To 5 Years,Manager,Not Specified,"Confidential, Medical Insurance",Marketing/PR/Advertising,"['Digital Marketing', 'E-Marketing', 'Google Ads', 'Marketing', 'media', 'Social Media', 'Brand', 'Mass Media', 'Advertising Media', 'Advertising', 'Digital', 'digital marketing', 'Ads', 'Content']"
Business Development Manager,Full Time,On-site,CULTURE HAUS,"6th of October, Giza",Posted 2 months ago,32,1 open position,4 To 10 Years,Experienced (Non-Manager),Not Specified,"Confidential, 1. End Of Year Bonus",Business Development,"['Business Development', 'Sales', 'sales skills', 'Manager', 'Development', 'Business development manager']"
Corporate English Instructor,Freelance / Project,On-site,SYE English Community,"Cairo, Egypt",Posted 2 months ago,16,3 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['English Teacher', 'Education', 'English Instructor', 'IELTS', 'TOEFL', 'Teaching']"
IT Coordinator,Full Time,On-site,LYNX Strategic Business Advisors,"Garden City, Cairo",Posted 18 days ago,85,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', 'IT Systems', 'Microsoft Office', 'computer', 'Computer Science', 'IT', 'Information technology', 'Coordination', 'Project Management']"
Motion Graphic Designer,Full Time,On-site,تكامل المتقدمه العقاريه بالرياض - Takamol Advanced,"Maadi, Cairo",Posted 2 months ago,74,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['3D', 'Adobe After Effects', 'Adobe Photoshop', 'Creative', 'Design', 'Graphic Design', 'Motion Graphics', 'graphics', 'After Effects', 'Adobe illustrator', 'adobe', 'Software']"
Real Estate Sales Agent,Full Time,On-site,Square,"6th of October, Giza",Posted 4 days ago,Be the First to Apply,,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"6000 To 10000 EGP Per Month, Confidential, Basic Salary + Very Competitive Commission Incentives And Medical Insurance",Customer Service/Support,"['Customer Service', 'Sales', 'sales skills', 'Sales Target', 'Real Estate']"
QA Manager,Full Time,On-site,GMC,"Maadi, Cairo",Posted 2 months ago,26,1 open position,15 To 18 Years,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Quality Control', 'Engineering', 'ISO 9001']"
Commercial Manager (Maadi),Full Time,On-site,Sphere Smart Solutions,"Maadi, Cairo",Posted 17 days ago,30,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus On Leads Targets Achievements Commissions On Sales Achievements",Business Development,"['Business Development', 'Sales Skills', 'Business', 'Communication', 'Management', 'Negotiation', 'Microsoft Office', 'English', 'Marketing', 'Sales', 'Sales Target']"
clinic moderator,Full Time,On-site,Livephysioclinic,"New Cairo, Cairo",Posted 9 days ago,34,1 open position,2 To 4 Years,Manager,Not Specified,Confidential,Administration,"['Customer Support', 'Front Office Management', 'Clinic Management']"
Public Relations Officer,Full Time,On-site,Badr And Asfour,"Shubra, Cairo",Posted 1 month ago,48,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'business', 'Business Administration', 'Communication', 'Communication skills', 'Public Relations (PR)', 'Public Relations', 'Social Media', 'English', 'Marketing']"
Project Manager,Full Time,Hybrid,Fixed Solutions,"Cairo, Egypt",Posted 2 months ago,128,2 open positions,More Than 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['PMP', 'Project', 'Management', 'business', 'Project Management', 'Software', 'Information Technology (IT)']"
Accounting Manager,Full Time,On-site,SMARTPAYeg,"New Nozha, Cairo",Posted 1 month ago,311,1 open position,2 To 6 Years,Manager,Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'excel', 'Arabic', 'Computer Skills', 'English', 'Financial', 'Financial Analysis', 'Financial Management', 'Financial Reporting', 'MS Excel', 'Reporting']"
SEO Internship,Internship,On-site,Inbound Factor,"Heliopolis, Cairo",Posted 13 days ago,54,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),High School (Or Equivalent),"Paid, Non Paid Internship",Writing/Editorial,"['SEO', 'Content', 'Marketing', 'Search Engine Optimization', 'internship', 'Google Analytics', 'E-Marketing', 'Social Media', 'Communication skills']"
Production Manager,Full Time,On-site,Asia Furniture,"Badr City, Cairo",Posted 19 days ago,66,1 open position,2 To 5 Years,Manager,Not Specified,Confidential,Manufacturing/Production,"['Production Manager', 'Production', 'Leadership', 'Management']"
Maintenance Manager,Full Time,On-site,Wadi Degla Clubs Company,"New Cairo, Cairo",Posted 28 days ago,106,1 open position,More Than 10 Years,Manager,Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Maintenance', 'Mechanical Engineering', 'Engineering', 'Installation', 'Diagnosing', 'Mechanical', 'Health & Safety']"
GL Junior Accountant,Full Time,On-site,,"Mokattam, Cairo",Posted 1 month ago,131,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Over Time - Medical Insurance - Social Insurance",Accounting/Finance,"['accountant', 'Accounting', 'Junior Accountant', 'Finance', 'Odoo', 'analytical', 'Reporting', 'Commerce', 'Financial', 'Financial Analysis', 'Financial Reporting', 'Microsoft Office']"
Sales Representative,Full Time,On-site,Hadia ghaleb,"Giza, Giza",Posted 2 months ago,19,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,6000 To 8000 EGP Per Month,Sales/Retail,"['Sales', 'sales skills', 'Fashion', 'Sales Target', 'Customer Service', 'Communication skills', 'Experience', 'Communication', 'Retail']"
Low Current Section Head,Full Time,Hybrid,InnovaTech Group,"Heliopolis, Cairo",Posted 2 months ago,46,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,"Confidential, Commissions, Bonuses",Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Light Current', 'English', 'Engineering', 'Networks', 'Computer Science', 'Electrical Engineering', 'Communication skills', 'Light Current Systems']"
Gift Box Manufacturing Technician - ( Saudi Arabia - Jeddah ),Full Time,On-site,Osolutions,"Jeddah, Saudi Arabia",Posted 1 month ago,Be the First to Apply,,3 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['gift', 'box', 'leather']"
Electrical technical office,Full Time,On-site,,"New Capital, Cairo",Posted 1 month ago,15,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['English', 'Microsoft Office', 'Communication', 'Electrical Engineering', 'Engineering', 'Construction Engineering', 'Construction', 'Electrical', 'Technical Office', 'Auto cad', 'AutoCAD', 'Skills']"
IT Sales,Full Time,Remote,Elite Solution,"New Cairo, Cairo",Posted 2 months ago,28,2 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission & Bonuses.",IT/Software Development,"['IT sales', 'Information Technology (IT)', 'sales skills', 'Sales', 'Presales']"
Rider Support Coordinator - QA,Full Time,On-site,InstaShop,"Katameya, Cairo",Posted 5 days ago,11,3 open positions,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication skills', 'Communication', 'Customer Service', 'Customer Support', 'Customer Care', 'Troubleshooting']"
Electrical Engineer,Full Time,On-site,Arab Otsuka Nutraceuticals,"10th of Ramadan City, Cairo",Posted 2 months ago,51,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Engineering', 'Maintenance', 'Mechanical Engineering', 'PLC', 'Electrical Engineering', 'Electrical', 'BMS', 'SAP', 'Troubleshooting', 'Project']"
media buyer,Full Time,On-site,Naguib Selim,"Cairo, Egypt",Posted 2 months ago,20,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Digital Marketing', 'digital media', 'Marketing']"
CFO,Full Time,On-site,Alshawamikh- A ResModTec Company,"Maadi, Cairo",Posted 13 days ago,147,1 open position,15 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Operations/Management,"['CFO', 'Accounting', 'Management', 'Financial Management', 'Financial Analysis', 'Financial', 'Finance', 'Data Analysis']"
Logistics Manager,Full Time,On-site,EGMED,"Sheraton, Cairo",Posted 24 days ago,190,1 open position,More Than 5 Years,Manager,Not Specified,"Confidential, 2 Months Incentive",Logistics/Supply Chain,"['Logistics', 'Custom Clearance', 'Supply Chain']"
Customer Service Assistant,Full Time,On-site,Cairoflow,"Nasr City, Cairo",Posted 5 days ago,22,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'Customer Care', 'Customer Support', 'Customer Service', 'Management', 'Service', 'Sales', 'Presentation', 'Education', 'Customer']"
Quality Control Engineer,Full Time,On-site,Aller Aqua Egypt,"6th of October, Giza",Posted 1 month ago,85,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Quarterly Performance Bonus Transportation Medical, Life And Social Insurance",Quality,"['Analysis', 'Chemistry', 'Control', 'quality', 'Quality Control', 'Science', 'Testing']"
Senior Business Analyst,Full Time,Hybrid,Youxel,"Cairo, Egypt",Posted 26 days ago,70,2 open positions,More Than 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Business Analysis', 'Information Technology (IT)', 'Engineering', 'Software Development', 'Software', 'Software Engineering', 'Computer Science', 'Computer Engineering']"
Accounting Manager,Full Time,On-site,,"6th of October, Giza",Posted 1 month ago,306,1 open position,10 To 15 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['CMA', 'Accounting', 'Analysis', 'Finance', 'Communication skills', 'Financial Analysis', 'Financial Management', 'CPA', 'Financial', 'Business Administration']"
Planning and follow-up Engineer,Full Time,On-site,Arias Egypt,"Alsadat City, Monufya",Posted 1 month ago,45,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Manufacturing/Production,"['Planning', 'Engineering', 'Production', 'ERP System', 'Microsoft Excel', 'Manufacturing', 'Sheet Metal', 'Administration']"
